,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
4249,4249,313,His mouth was heavy.,His mouth seems to speak easily,His mouth seems hard to speak.,1,1,su,correct
4248,4248,312,His mouth was open,His mouth seems to speak easily,His mouth seems hard to speak.,0,0,su,correct
4570,4570,34,His movement is like a giraffe,His movement is smooth,His movement is not smooth,0,0,sw,correct
4571,4571,35,His gait is that of a duck,His movement is smooth,His movement is not smooth,1,1,sw,correct
766,766,98,His neck is long like a pigeon.,His neck is too short.,His neck is very long.,1,0,hi,wrong
246,246,246,His neck is as long as a giraffe.,His neck is too short.,His neck is very long.,1,1,hi,correct
2725,2725,185,The nose can be stuck in a pot,His nose is big,His nose is wrinkled,1,0,jv,wrong
2726,2726,186,His nose was pinched as the fire continued,His nose is big,His nose is wrinkled,0,1,jv,wrong
1470,1470,472,His nose is like a bird's beak.,His nose is pug.,Pointed nose.,1,1,id,correct
2026,2026,144,Her nose is like a cherry.,His nose is pug.,Pointed nose.,1,0,id,wrong
438,438,438,It is as fast as a car.,His pace was slow.,His pace was fast.,1,1,hi,correct
864,864,196,It is as fast as a bicycle.,His pace was slow.,His pace was fast.,1,0,hi,wrong
3878,3878,388,His path is thorny,His path is difficult,His path is not difficult,1,0,kn,wrong
3386,3386,648,His path is lined with flowers,His path is difficult,His path is not difficult,1,1,kn,correct
1014,1014,16,His presence was like a star in the night sky.,His presence is a disaster.,His presence is a gift.,1,1,id,correct
1884,1884,2,His presence was like lightning in broad daylight.,His presence is a disaster.,His presence is a gift.,1,0,id,wrong
1853,1853,855,His presence is like the moon at night for us.,His presence is beneficial to us.,His presence was a disaster for us.,0,0,id,correct
2127,2127,245,The presence of the moon at noon for us.,His presence is beneficial to us.,His presence was a disaster for us.,0,1,id,wrong
5214,5214,678,His presence is as soothing as perfume to me,His presence pleases me,His presence annoys me,0,0,sw,correct
5215,5215,679,His presence is as calm as a branch in a storm,His presence pleases me,His presence annoys me,1,1,sw,correct
82,82,82,There is strength like titanium in his words.,His promises can be believed.,His promises cannot be trusted.,0,0,hi,correct
692,692,24,His words have the power of glass.,His promises can be believed.,His promises cannot be trusted.,0,1,hi,wrong
935,935,267,His salary is like a brass spoon.,His salary is very good.,His salary is very less.,0,1,hi,wrong
561,561,561,His salary is like a silver spoon.,His salary is very good.,His salary is very less.,0,0,hi,correct
4415,4415,75,The school is like from west to east,His school is far away,The school is close to home.,1,0,su,wrong
4043,4043,107,The school is just one step away from home.,His school is far away,The school is close to home.,1,1,su,correct
1514,1514,516,His scream was like the sound of lightning striking.,His screams were loud and clear.,His screams were low.,0,0,id,correct
1515,1515,517,His scream was like a gentle breeze.,His screams were loud and clear.,His screams were low.,1,1,id,correct
5090,5090,554,His shirt is a coal pit.,His shirt is white.,His shirt is black.,1,1,sw,correct
5525,5525,165,His shirt is salty.,His shirt is white.,His shirt is black.,1,0,sw,wrong
936,936,268,His shop is as long as his pants.,His shop is very small.,His shop is very big.,0,1,hi,wrong
562,562,562,His shop is as long as a knicker.,His shop is very small.,His shop is very big.,0,0,hi,correct
764,764,96,His shop was shining like new gold.,His shop was very well decorated.,His shop was decorated very dirty.,0,1,hi,wrong
242,242,242,His shop was shining like new iron.,His shop was very well decorated.,His shop was decorated very dirty.,0,0,hi,correct
2176,2176,38,His singing voice is like a mesh exhaust,His singing voice is beautiful,His singing voice is terrible,1,1,jv,correct
2175,2175,37,His singing voice is like a gig,His singing voice is beautiful,His singing voice is terrible,0,0,jv,correct
5224,5224,688,His sister is as big as an elephant,His sister is older,His sister is not big,0,0,sw,correct
5225,5225,689,His sister is as big as the eye of a needle,His sister is older,His sister is not big,1,1,sw,correct
618,618,618,His sister is a school peon.,His sister is on a very high post in the school.,His sister is on a very minor post in the school.,1,1,hi,correct
617,617,617,His sister is the headmaster of the school.,His sister is on a very high post in the school.,His sister is on a very minor post in the school.,0,0,hi,correct
2727,2727,187,The color of the skin is like juwet fruit,His skin color is black,His skin color is white,1,0,jv,wrong
2505,2505,367,The color of her skin is like milk,His skin color is black,His skin color is white,1,1,jv,correct
1472,1472,474,Her skin color is like snow.,His skin color is well tanned.,Her skin color is ivory white.,1,1,id,correct
1471,1471,473,Her skin color is like coffee milk.,His skin color is well tanned.,Her skin color is ivory white.,0,0,id,correct
2248,2248,110,That person's skin is like a baby's skin,His skin is as soft as a baby's skin,That person's skin is as rough as a man's skin,0,0,jv,correct
2249,2249,111,That person's skin is like a man's skin,His skin is as soft as a baby's skin,That person's skin is as rough as a man's skin,1,1,jv,correct
5044,5044,508,His skin is stone,His skin is soft.,His skin is tough.,1,1,sw,correct
5043,5043,507,His skin is silk.,His skin is soft.,His skin is tough.,0,0,sw,correct
5652,5652,17,Your skin looks like burning coal,His skin is very dark,His skin is very red,1,1,yo,correct
5984,5984,3,His skin looks like the value he has just bought from the ocher land,His skin is very dark,His skin is very red,1,0,yo,wrong
1403,1403,405,His sleeping pattern is like that of a bat.,His sleep pattern is a mess.,Sleep patterns are neat.,0,0,id,correct
1404,1404,406,His sleeping pattern is like that of a schoolboy.,His sleep pattern is a mess.,Sleep patterns are neat.,1,1,id,correct
551,551,551,His smile is like a joker.,His smile is dangerous.,His smile is lovely.,1,1,hi,correct
550,550,550,His smile is like a devil.,His smile is dangerous.,His smile is lovely.,0,0,hi,correct
3708,3708,218,His smile is as innocent as an adult's.,His smile is flawless.,His smile is not flawless,0,1,kn,wrong
3116,3116,378,His smile is as innocent as a child's.,His smile is flawless.,His smile is not flawless,0,0,kn,correct
3810,3810,320,They were cute as adults,His smile was cute,His smile is not cute,0,1,kn,wrong
3252,3252,514,His smile was as cute as a child's,His smile was cute,His smile is not cute,0,0,kn,correct
1114,1114,116,The winner of the singing contest snored like a muffler when he slept.,His snoring was melodious.,His snoring was noisy.,1,1,id,correct
1113,1113,115,The winner of the singing competition when he sleeps snores like the wind sings.,His snoring was melodious.,His snoring was noisy.,0,0,id,correct
197,197,197,His speech is like a pearl.,His speech is very clear and sweet.,His speech is very dirty and incoherent.,0,0,hi,correct
198,198,198,His speech is like a snake.,His speech is very clear and sweet.,His speech is very dirty and incoherent.,1,1,hi,correct
1565,1565,567,His style of speech is like a person who has stage fright.,His speech was convincing and passionate.,His speech was unconvincing and lackluster.,1,1,id,correct
2043,2043,161,His speaking style is like an orator during a student demonstration.,His speech was convincing and passionate.,His speech was unconvincing and lackluster.,1,0,id,wrong
2479,2479,341,People's spirit of life is like a flower inside a banana leaf,His spirit is alive,His spirit is lazy,1,1,jv,correct
2478,2478,340,People's passion for life is like continuing to pray until tomorrow,His spirit is alive,His spirit is lazy,0,0,jv,correct
2422,2422,284,His spirit to face the trials of life is like a lion king in the middle of the forest,His spirit to face the trials of life is Brave,His spirit to face the trials of life is Fear,0,0,jv,correct
2423,2423,285,His spirit to endure the trials of life is like a turtle that often hides in its shell,His spirit to face the trials of life is Brave,His spirit to face the trials of life is Fear,1,1,jv,correct
5366,5366,6,His statement grew like cold water in the throat,His statement made me feel bad,His statement made me happy,0,1,sw,wrong
4556,4556,20,His statement cut me off,His statement made me feel bad,His statement made me happy,0,0,sw,correct
2462,2462,324,His stepfather is like Sengkuni,His stepfather is good natured,His stepfather is evil,1,1,jv,correct
2698,2698,158,His stepfather is like Gatot Kaca,His stepfather is good natured,His stepfather is evil,1,0,jv,wrong
2677,2677,137,Mom brought a large suitcase with a box of petel,His suitcase is big,Small suitcase,0,1,jv,wrong
2411,2411,273,Mom carries a large suitcase around the house,His suitcase is big,Small suitcase,0,0,jv,correct
759,759,91,His teeth were as white as gold.,His teeth were not clean.,His teeth were clean.,1,0,hi,wrong
237,237,237,His teeth were as white as pearls.,His teeth were not clean.,His teeth were clean.,1,1,hi,correct
2530,2530,392,His steadfastness in the face of reality is like a rock,His tenacity in the face of reality is powerful,His steadfastness in the face of fragile reality,0,0,jv,correct
2734,2734,194,His steadfastness in the face of reality is like crackers,His tenacity in the face of reality is powerful,His steadfastness in the face of fragile reality,0,1,jv,wrong
812,812,144,There is a lesson of a leader in his thinking.,His thinking is full of greed.,There is equality for all in his thinking.,1,0,hi,wrong
338,338,338,His thinking has the teachings of the saints.,His thinking is full of greed.,There is equality for all in his thinking.,1,1,hi,correct
34,34,34,His eyes are like eagles.,His thinking is small.,He thinks far away.,1,1,hi,correct
33,33,33,His eyes are like those of a bird.,His thinking is small.,He thinks far away.,0,0,hi,correct
3144,3144,406,His timing was as good as an accident,His timing was good,His timing is not good,1,1,kn,correct
3143,3143,405,His timing was as good as winning the lottery,His timing was good,His timing is not good,0,0,kn,correct
544,544,544,Find his toys with the lamp.,His toys will be easily found.,His toys are not easy to find.,0,0,hi,correct
926,926,258,Find his toys with Suraj.,His toys will be easily found.,His toys are not easy to find.,0,1,hi,wrong
643,643,643,His vegetables are sold with the speed of an engine.,His vegetables are sold very quickly.,His vegetables do not sell easily.,0,0,hi,correct
989,989,321,His vegetables are sold at the speed of a bullock cart.,His vegetables are sold very quickly.,His vegetables do not sell easily.,0,1,hi,wrong
2867,2867,129,He has keen vision like an eagle,His vision is sharp,His vision is not sharp,0,0,kn,correct
3565,3565,75,He has sharp vision like a crow,His vision is sharp,His vision is not sharp,0,1,kn,wrong
3826,3826,336,His voice is as clear as a child's,His voice is clear,His voice was not clear,0,1,kn,wrong
3282,3282,544,His voice is as clear as an adult's,His voice is clear,His voice was not clear,0,0,kn,correct
