,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label,cos_sim
1128,1128,128,Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,0,0,id,correct,0.923000693321228
1129,1129,129,Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,1,1,id,correct,0.923000693321228
1130,1130,130,Omongan tetangga Rina seakan lidah tak bertulang.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,0,0,id,correct,0.7283398509025574
1131,1131,131,Omongan tetangga Rina seakan  mulut berbau madu.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,1,1,id,correct,0.7283398509025574
1132,1132,132,Rezeki datang tak terduga seperti air surut.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,0,0,id,correct,0.7561725974082947
1133,1133,133,Rezeki datang tak terduga seperti air pasang.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,1,1,id,correct,0.7561725974082947
1134,1134,134,Politisi pilihan ayahku macam pemain handal.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,0,0,id,correct,0.781722366809845
1135,1135,135,Politisi pilihan ayahku macam anak kemarin sore.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,1,1,id,correct,0.781722366809845
1136,1136,136,Mengerjakan tugas Python itu ibarat bertempur di medan perang.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,0,0,id,correct,0.923486351966858
1137,1137,137,Mengerjakan tugas Python itu ibarat menari diiringi musik.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,1,1,id,correct,0.923486351966858
1138,1138,138,Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia.,Laptop sejuta umat.,Laptop langka.,0,0,id,correct,0.650361955165863
1139,1139,139,Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an.,Laptop sejuta umat.,Laptop langka.,1,1,id,correct,0.650361955165863
1140,1140,140,Semoga rumahmu nanti sebesar kastil.,Rumah yang besar.,Rumah yang kecil.,0,0,id,correct,0.834857165813446
1141,1141,141,Semoga rumahmu nanti sebesar kotak sepatu.,Rumah yang besar.,Rumah yang kecil.,1,1,id,correct,0.834857165813446
1142,1142,142,Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima.,Makanannya mahal.,Makanannya murah.,0,0,id,correct,0.8838944435119629
1143,1143,143,Harga makanan yang dibeli pacarku bagaikan dibuat oleh  chef kaki lima.,Makanannya mahal.,Makanannya murah.,1,1,id,correct,0.8838944435119629
1144,1144,144,Investasi Bitcoin sekarang ini ibarat deposito berbunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,0,0,id,correct,0.9104073643684388
1145,1145,145,Investasi Bitcoin sekarang ini ibarat membayar KPR dengan bunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,1,1,id,correct,0.9104073643684388
1146,1146,146,"Seperti air mengalir, karirku sekarang.",Karir yang diam ditempat.,Karir yang bergerak mengikuti arus yang seharusnya.,1,1,id,correct,0.3768733441829681
1147,1147,147,Cuaca hari ini seperti panasnya neraka.,Cuacanya panas.,Cuacanya dingin.,0,0,id,correct,0.8389230966567993
1148,1148,148,Cuaca hari ini seperti dinginnya Kutub Utara.,Cuacanya panas.,Cuacanya dingin.,1,1,id,correct,0.8389230966567993
1149,1149,149,Kue buatan temanku rasanya seperti makan mangga ketika musimnya.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,0,0,id,correct,0.8278570771217346
1150,1150,150,Kue buatan temanku rasanya seperti makan jarum ketika sariawan.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,1,1,id,correct,0.8278570771217346
1151,1151,151,Timbangan badanku macam bergerak ke kanan.,Timbangan badanku turun.,Timbangan badanku naik.,1,1,id,correct,0.8739514946937561
1152,1152,152,Bau badannya sudah seperti bau duren.,Badannya bau.,Badannya harum.,0,0,id,correct,0.9188607335090636
1153,1153,153,Bau badannya sudah seperti bau bunga.,Badannya bau.,Badannya harum.,1,1,id,correct,0.9188607335090636
1154,1154,154,"Walau masih mahasiswa, tapi hari-harinya macam karyawan lembur.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,0,0,id,correct,0.859502375125885
1155,1155,155,"Walau masih mahasiswa, tapi hari-harinya macam karyawan kena phk.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,1,1,id,correct,0.859502375125885
1156,1156,156,"Setiap lelaki itu bersuara, ucapannya bagaikan guru ngaji dengan muridnya.",Ucapannya penuh gombalan.,Ucapannya penuh nasihat.,1,1,id,correct,0.7815873622894287
1157,1157,157,"Seberat kapas, begitulah beban hidup Dani.",Bebah hidup Dani ringan.,Bebah hidup Dani berat.,0,0,id,correct,0.8703386783599854
1158,1158,158,Nasihat ibu terkadang semanis permen.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,0,0,id,correct,0.925371527671814
1159,1159,159,Nasihat ibu terkadang semanis jamu.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,1,1,id,correct,0.925371527671814
1160,1160,160,Buku koleksi adikku sebanyak bunga di musim gugur.,Bukunya banyak sekali.,Bukunya nyaris tidak ada.,1,1,id,correct,0.6578190922737122
1161,1161,161,Diam itu emas.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,0,0,id,correct,0.8817926049232483
1162,1162,162,Diam itu sampah.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,1,1,id,correct,0.8817926049232483
1163,1163,163,Aku seperti umbi-umbian di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,0,0,id,correct,0.8479440212249756
1164,1164,164,Aku seperti anak emas di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,1,1,id,correct,0.8479440212249756
1165,1165,165,Tanah Pasundan diciptakan seakan Tuhan sedang tersenyum.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,0,0,id,correct,0.8289682269096375
1166,1166,166,Tanah Pasundan diciptakan seakan Tuhan sedang marah.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,1,1,id,correct,0.8289682269096375
1167,1167,167,Kedelai itu dirawat petani layaknya anak sendiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,0,0,id,correct,0.8580367565155029
1168,1168,168,Kedelai itu dirawat petani layaknya anak tiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,1,1,id,correct,0.8580367565155029
1169,1169,169,Ibu membesarkan anaknya dengan sepenuh hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,0,0,id,correct,0.8866840600967407
1170,1170,170,Ibu membesarkan anaknya dengan setengah hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,1,1,id,correct,0.8866840600967407
1171,1171,171,Hari ini cuacanya seperti berada di Padang Mahsyar.,Cuaca hari ini sangat panas.,Cuaca hari ini sangat dingin.,0,0,id,correct,0.9069815278053284
1172,1172,172,Harimau itu memiliki bulu bagai lukisan abstrak yang estetik.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,0,0,id,correct,0.8260434865951538
1173,1173,173,Harimau itu memiliki bulu bagai lukisan anak TK yang belum bisa menggambar.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,1,1,id,correct,0.8260434865951538
1174,1174,174,Resesi 2023 seperti anak SD yang kehilangan sebiji permen.,Resesi 2023 menyeramkan.,Resesi 2023 sepele.,1,1,id,correct,0.8556140661239624
1175,1175,175,"Ketika Geisha menyanyi, dia seolah membius semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,0,0,id,correct,0.9340025782585144
1176,1176,176,"Ketika Geisha menyanyi, dia seolah menghantui semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,1,1,id,correct,0.9340025782585144
1177,1177,177,Indonesia memiliki banyak destinasi wisata yang masih perawan.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,0,0,id,correct,0.8669489026069641
1178,1178,178,Indonesia memiliki banyak destinasi wisata yang sudah terjamah.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,1,1,id,correct,0.8669489026069641
1179,1179,179,Rambutnya bagai ombak samudra yang berkilau tertimpa sinar rembulan di malam hari.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,0,0,id,correct,0.7891948223114014
1180,1180,180,Rambutnya bagai sapu ijuk.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,1,1,id,correct,0.7891948223114014
1181,1181,181,"Bagi Nouval, banyaknya harta adalah alasan yang merekahkan bibirnya dengan kebahagiaan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",0,0,id,correct,0.9205101132392884
1182,1182,182,"Bagi Nouval, banyaknya harta adalah cobaan yang memuakkan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",1,1,id,correct,0.9205101132392884
1183,1183,183,Anak laki-laki dalam adat Jawa adalah pusaka yang sangat dipuja.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,0,0,id,correct,0.9324905276298524
1184,1184,184,Anak laki-laki dalam adat Jawa adalah beban keluarga.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,1,1,id,correct,0.9324905276298524
1185,1185,185,Peran perempuan dalam adat Jawa bagaikan cat putih yang dipulaskan di atas tembok yang sudah berwarna putih.,Peran perempuan dalam adat Jawa sangat tidak punya pengaruh.,Peran perempuan dalam adat Jawa sangat berpengaruh.,0,0,id,correct,0.95900696516037
1186,1186,186,Beras miskin adalah simbol kemelaratan yang memilukan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kekayaan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kemiskinan bagi sebagian besar warga Indonesia.,1,1,id,correct,0.9564300775527954
1187,1187,187,Belajar matematika itu bagai melihat hantu di rumah sakit angker yang sudah kosong berpuluh-puluh tahun.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,0,0,id,correct,0.8808931112289429
1188,1188,188,Belajar matematika itu bagai bertemu dan mengobrol dengan artis idola secara langsung.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,1,1,id,correct,0.8808931112289429
1189,1189,189,Minum kopi saat senja itu seperti Adam yang pada akhirnya bisa bertemu lagi dengan Hawa setelah sekian lama.,Minum kopi saat senja itu rasanya melegakan.,Minum kopi saat senja itu rasanya membawa penyesalan.,0,0,id,correct,0.8834400177001953
1190,1190,190,Minum kopi saat senja itu seperti Adam dan Hawa yang diusir Tuhan dari surga.,Minum kopi saat senja itu rasanya melegakan.,Minum kopi saat senja itu rasanya membawa penyesalan.,1,1,id,correct,0.8834400177001953
1191,1191,191,Sepak bola bagi masyarakat Indonesia bagaikan agama yang harus dipertahankan mati-matian.,Sepak bola adalah hal yang serius bagi masyarakat Indonesia.,Sepak bola adalah hal yang biasa saja bagi masyarakat Indonesia.,0,0,id,correct,0.8872458338737488
1192,1192,192,Sepak bola bagi masyarakat Indonesia bagaikan robot gundam yang bebas untuk dimainkan dan disukai siapa saja.,Sepak bola adalah hal yang serius bagi masyarakat Indonesia.,Sepak bola adalah hal yang biasa saja bagi masyarakat Indonesia.,1,1,id,correct,0.8872458338737488
1193,1193,193,"Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu ibarat pohon yang semakin berkurang kemampuannya untuk berbuah.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai mendekati menopause.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai dewasa.",0,0,id,correct,0.9362340569496156
1194,1194,194,"Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu ibarat buah yang semakin matang.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai mendekati menopause.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai dewasa.",1,1,id,correct,0.9362340569496156
1195,1195,195,Menuntut ilmu itu ibarat pendakian panjang yang melelahkan.,Menuntut ilmu itu adalah hal yang melelahkan.,Menuntut ilmu itu adalah menyenangkan.,0,0,id,correct,0.7688579559326172
1196,1196,196,Menuntut ilmu itu ibarat jalan-jalan santai di pagi hari.,Menuntut ilmu itu adalah hal yang melelahkan.,Menuntut ilmu itu adalah menyenangkan.,1,1,id,correct,0.7688579559326172
1197,1197,197,Pegunungan berjajar seperti pasukan paskibraka.,Pegunungan berjajar dengan rapi.,Pegunungan berjajar dengan semrawut.,0,0,id,correct,0.8574088215827942
1198,1198,198,Pegunungan berjajar seperti angkot mengetem sembarangan di bahu jalanan Jakarta.,Pegunungan berjajar dengan rapi.,Pegunungan berjajar dengan semrawut.,1,1,id,correct,0.8574088215827942
1199,1199,199,Bola yang ditendang Bambang Pamungkas itu melesat bagai peluru yang ditembakkan.,Bola yang ditendang oleh Bambang Pamungkas melesat dengan sangat cepat.,Bola yang ditendang oleh Bambang Pamungkas melesat dengan sangat lemah.,0,0,id,correct,0.9215933680534364
1200,1200,200,Bola yang ditendang Bambang Pamungkas itu melesat bagai lemparan sehelai bulu ayam ke udara.,Bola yang ditendang oleh Bambang Pamungkas melesat dengan sangat cepat.,Bola yang ditendang oleh Bambang Pamungkas melesat dengan sangat lemah.,1,1,id,correct,0.9215933680534364
1201,1201,201,Tema baju lebaran keluargaku di tahun ini adalah warna hijau seperti pada kulit telur bebek.,Warna baju lebaran keluargaku di tahun ini adalah hijau muda.,Warna baju lebaran keluargaku di tahun ini adalah hijau tua.,0,0,id,correct,0.9745904207229614
1202,1202,202,Tema baju lebaran keluargaku di tahun ini adalah warna hijau seperti lumut yang tumbuh di permukaan lembab.,Warna baju lebaran keluargaku di tahun ini adalah hijau muda.,Warna baju lebaran keluargaku di tahun ini adalah hijau tua.,1,1,id,correct,0.9745904207229614
1203,1203,203,Kata-katanya saat mewawancarai narasumber seperti silet.,Kata-katanya saat mewawancarai narasumber sangat tajam sehingga membuat gugup narasumber.,Kata-katanya saat mewawancarai narasumber sangat biasa saja sehingga membuat narasumber tenang-tenang saja.,0,0,id,correct,0.8301419019699097
1204,1204,204,Orang tua adalah malaikat untuk anak-anaknya.,Orang tua adalah yang membimbing anak-anaknya pada kebaikan.,Orang tua adalah yang membimbing anak-anaknya pada keburukan.,0,0,id,correct,0.9156007170677184
1205,1205,205,Orang tua adalah iblis untuk anak-anaknya.,Orang tua adalah yang membimbing anak-anaknya pada kebaikan.,Orang tua adalah yang membimbing anak-anaknya pada keburukan.,1,1,id,correct,0.9156007170677184
1206,1206,206,Siang hari minum es cendol dawet ibarat meneguk air dari sumber mata air di pegunungan.,Minum es cendol dawet di siang hari itu sangat menyegarkan.,Minum es cendol dawet di siang hari itu sangat membuat panas dalam organ.,0,0,id,correct,0.8547378182411194
1207,1207,207,"Di kampung saya, main bulu tangkis itu adalah untuk melepas penat dan memyehatkan badan.","Di kampung saya, permainan bulu tangkis itu adalah untuk gengsi.","Di kampung saya, permainan bulu tangkis itu adalah untuk fungsi.",1,1,id,correct,0.8671178817749023
